id	filename	md5	size	state
0057a0e7-2a9b-4b65-929a-3d4ae903bebc	0057a0e7-2a9b-4b65-929a-3d4ae903bebc/nationwidechildrens.org_clinical.TCGA-AA-3518.xml	90811826bf0df0dc61654d768826cca4	24273	validated
007b27c5-d36e-4bec-9321-b03b773fd3b8	007b27c5-d36e-4bec-9321-b03b773fd3b8/nationwidechildrens.org_clinical.TCGA-A6-6651.xml	77121d4c04a449b161c8072ae94ba719	58972	validated
00b9eb65-04c6-4d62-9cf6-6b77d75ab79b	00b9eb65-04c6-4d62-9cf6-6b77d75ab79b/nationwidechildrens.org_clinical.TCGA-DM-A285.xml	8289ab78615b36ba33b9f17d81cf554a	29043	validated
010b815e-525d-44af-826c-546afc82b277	010b815e-525d-44af-826c-546afc82b277/nationwidechildrens.org_clinical.TCGA-AA-3495.xml	d0ea41f824109e6ef40ac0206b96b9fb	29154	validated
01680897-377e-4229-95fb-b17f357d0de5	01680897-377e-4229-95fb-b17f357d0de5/nationwidechildrens.org_clinical.TCGA-AA-3712.xml	31ecef626d59bc748fed0451b0d91e5a	24335	validated
02eb6775-d01e-474b-84ce-55f21c0eb90c	02eb6775-d01e-474b-84ce-55f21c0eb90c/nationwidechildrens.org_clinical.TCGA-AA-A02H.xml	e14ad847e33a2c85934dfb51d310262e	24275	validated
03f0f710-8114-49da-9c42-8c9d47823a67	03f0f710-8114-49da-9c42-8c9d47823a67/nationwidechildrens.org_clinical.TCGA-D5-6924.xml	d52298e4c6885938f2861bd7d645e75e	29346	validated
04aa4d5d-3ebc-418e-8e81-81346244fa4c	04aa4d5d-3ebc-418e-8e81-81346244fa4c/nationwidechildrens.org_clinical.TCGA-A6-2670.xml	ccc639e443b49829f920d53c7cdc5824	33365	validated
04babe76-741f-4d13-97ae-bc60f5769b1b	04babe76-741f-4d13-97ae-bc60f5769b1b/nationwidechildrens.org_clinical.TCGA-AA-A00K.xml	5da3b00ba2d037892a07e56135e5174c	28837	validated
05989205-2469-4988-816d-ca6fa07a1482	05989205-2469-4988-816d-ca6fa07a1482/nationwidechildrens.org_clinical.TCGA-D5-6922.xml	86f73a3b5e5fc4d8e5f15e2b5c0f0262	29306	validated
05a284ee-946a-4c58-9ebe-481ca858529d	05a284ee-946a-4c58-9ebe-481ca858529d/nationwidechildrens.org_omf.TCGA-AA-3521.xml	d3519573291c745700fb6aefbac26219	11039	validated
0626bbf6-749a-4660-a691-2d1c4b013f27	0626bbf6-749a-4660-a691-2d1c4b013f27/nationwidechildrens.org_clinical.TCGA-G4-6311.xml	f4b4315bbd42043fb0fc158a7fd4fd3c	49467	validated
0675712e-ec71-4aad-95e0-9885c263e5ea	0675712e-ec71-4aad-95e0-9885c263e5ea/nationwidechildrens.org_clinical.TCGA-QG-A5YX.xml	b35278ac112cb0de5373f6ba1e7aa633	36851	validated
06aed31b-d93a-4b30-abc4-7eb79904a7fd	06aed31b-d93a-4b30-abc4-7eb79904a7fd/nationwidechildrens.org_clinical.TCGA-AA-3968.xml	df3b01f7561764f7bcb23576e63667ef	29209	validated
06cf3ecb-e028-46a0-9b11-f04915b201fb	06cf3ecb-e028-46a0-9b11-f04915b201fb/nationwidechildrens.org_clinical.TCGA-D5-6920.xml	d3f146272c93a4c8384d2ec45359f4b4	29353	validated
06e5ebcc-5737-4e22-8dc9-73379352c2f2	06e5ebcc-5737-4e22-8dc9-73379352c2f2/nationwidechildrens.org_clinical.TCGA-AA-A02O.xml	88fa86e8aa149d0c48246e339addba44	24285	validated
070b71ef-6ded-468e-8932-d2367259d2a9	070b71ef-6ded-468e-8932-d2367259d2a9/nationwidechildrens.org_clinical.TCGA-AA-3543.xml	8c9656231528d772c4dc4374720ad5db	29017	validated
0754e865-891c-4ae4-9c12-bdee375afb82	0754e865-891c-4ae4-9c12-bdee375afb82/nationwidechildrens.org_clinical.TCGA-AA-A02E.xml	3043b600071caa9efd4eedd6d5a3c25d	24265	validated
075a3e0a-5192-46ce-94df-f1ebe47f3f9f	075a3e0a-5192-46ce-94df-f1ebe47f3f9f/nationwidechildrens.org_omf.TCGA-AA-3556.xml	bdd546a7b5c6bdb56a8bfa4c24dda5a3	10695	validated
07b4085d-4dfa-4894-a815-c251d2a2e204	07b4085d-4dfa-4894-a815-c251d2a2e204/nationwidechildrens.org_clinical.TCGA-AA-3814.xml	acd9d066ccf78e213b758e39ca298499	24288	validated
07cf76af-ee2e-44d3-bd35-e8a86a5c9413	07cf76af-ee2e-44d3-bd35-e8a86a5c9413/nationwidechildrens.org_clinical.TCGA-AA-3710.xml	17a19db6a11124eb45c464f9d35c9ced	29185	validated
080f872b-acbe-4e19-8bc3-6d76a73af23b	080f872b-acbe-4e19-8bc3-6d76a73af23b/nationwidechildrens.org_clinical.TCGA-AA-A03J.xml	a3bd363869d5f8f52f904bf1aec6f1fb	29118	validated
0828a8bb-d7c7-4541-a09e-c3275be23ee7	0828a8bb-d7c7-4541-a09e-c3275be23ee7/nationwidechildrens.org_clinical.TCGA-CM-6678.xml	edb68ad2039993d8981f4c8238bff873	67076	validated
084c576a-96a9-4d92-a32d-8aebd8041563	084c576a-96a9-4d92-a32d-8aebd8041563/nationwidechildrens.org_clinical.TCGA-AY-4071.xml	372530187e7ab3b0e393bb5b7f8e5eaf	28942	validated
088c6def-2350-4db3-bb11-aca337b120ef	088c6def-2350-4db3-bb11-aca337b120ef/nationwidechildrens.org_clinical.TCGA-AA-3819.xml	236e28b1c747a22a4973052f8314a174	29214	validated
08ad388e-bcd4-46dd-9c97-08988908e078	08ad388e-bcd4-46dd-9c97-08988908e078/nationwidechildrens.org_clinical.TCGA-CA-6715.xml	6b2b5186732f039df21de05b1cb6efe0	46380	validated
0a436729-33c6-4a14-85f3-9d8ff95d99c2	0a436729-33c6-4a14-85f3-9d8ff95d99c2/nationwidechildrens.org_clinical.TCGA-D5-5537.xml	27886a10ae1ca6529a373a86fa7aa76c	31788	validated
0aa88272-1ba9-4502-807d-c51065b5b785	0aa88272-1ba9-4502-807d-c51065b5b785/nationwidechildrens.org_clinical.TCGA-D5-6931.xml	8383535c3e502c8a4296a86ca8b3bf8d	29241	validated
0aaaf548-22e8-444b-8676-88b0ef215086	0aaaf548-22e8-444b-8676-88b0ef215086/nationwidechildrens.org_clinical.TCGA-CA-5254.xml	757d4af9895354c742b1b30e28a35152	50846	validated
0ac86f0e-dc88-4f3f-a39f-d9a202f60e8d	0ac86f0e-dc88-4f3f-a39f-d9a202f60e8d/nationwidechildrens.org_clinical.TCGA-A6-A56B.xml	9496942c77ff182049cd2ecc1426b30f	61139	validated
0b182114-e1e9-4121-83db-f8c37f6dac8c	0b182114-e1e9-4121-83db-f8c37f6dac8c/nationwidechildrens.org_clinical.TCGA-CM-6169.xml	feae509130ed34b3562ee99bd4d82943	59144	validated
0b23c173-a03a-4826-8be7-64dc0357d2b5	0b23c173-a03a-4826-8be7-64dc0357d2b5/nationwidechildrens.org_clinical.TCGA-AA-A00E.xml	87c104a3dff722d400b585fb12f454eb	29212	validated
0b50e455-08b8-477d-93ac-c5a129efb948	0b50e455-08b8-477d-93ac-c5a129efb948/nationwidechildrens.org_omf.TCGA-AA-3976.xml	dcabf3c992f35bac2300472a71916864	10685	validated
0c3c3bb7-7b28-4816-b4f2-82865e189ff9	0c3c3bb7-7b28-4816-b4f2-82865e189ff9/nationwidechildrens.org_clinical.TCGA-CM-5863.xml	3f17dc51ae28626bf8c41f1d8b6f7d0f	65455	validated
0cb58018-f8ba-4469-8fa8-94b807403b89	0cb58018-f8ba-4469-8fa8-94b807403b89/nationwidechildrens.org_clinical.TCGA-AA-A01D.xml	b6d49c07be9abdc70e5679070e086882	66502	validated
0dc8c078-aedd-4132-b1ac-a34c24f54a90	0dc8c078-aedd-4132-b1ac-a34c24f54a90/nationwidechildrens.org_clinical.TCGA-AA-3488.xml	efaab23604b07c1e66a6a593331c84b4	24160	validated
0ed6357d-9f16-4a42-900d-6743b6fe85c6	0ed6357d-9f16-4a42-900d-6743b6fe85c6/nationwidechildrens.org_clinical.TCGA-CM-6167.xml	1699343db53e5204b6d32444f14dacea	35301	validated
0efd65ae-8ed4-4ed5-bec6-3e53884fccc4	0efd65ae-8ed4-4ed5-bec6-3e53884fccc4/nationwidechildrens.org_clinical.TCGA-AA-3949.xml	9a7caf440086317942914b75e516efb4	29185	validated
0f06942d-93a4-47ff-b00f-dd79e1a112b6	0f06942d-93a4-47ff-b00f-dd79e1a112b6/nationwidechildrens.org_clinical.TCGA-AA-A02J.xml	e17e5763ac99169c3f2305938fbee501	24277	validated
0f49b012-f569-4438-b734-628f1bab69e4	0f49b012-f569-4438-b734-628f1bab69e4/nationwidechildrens.org_clinical.TCGA-AA-3862.xml	b7e77cb5bb1305482e03b1a376847b47	29134	validated
0f808476-b3a8-4344-93d9-2c34c58bd0b2	0f808476-b3a8-4344-93d9-2c34c58bd0b2/nationwidechildrens.org_clinical.TCGA-AA-3950.xml	8e0d524e912310c5ce58946cf6105285	29165	validated
10296092-6f50-4d5a-bfa4-bda6bc5ba9d9	10296092-6f50-4d5a-bfa4-bda6bc5ba9d9/nationwidechildrens.org_clinical.TCGA-AA-3516.xml	637be3d84716e7504126d04e5267f8a6	28937	validated
106984b5-b543-404c-ad59-32ccba8c3e16	106984b5-b543-404c-ad59-32ccba8c3e16/nationwidechildrens.org_clinical.TCGA-A6-5666.xml	b19f1e7375a7741f5c88c2febbf06854	44538	validated
114ddec1-77de-4d71-9617-b7a2d681cd26	114ddec1-77de-4d71-9617-b7a2d681cd26/nationwidechildrens.org_omf.TCGA-G4-6314.xml	d55dd57015d5d87827ea2180f159a330	11169	validated
11f6092d-0996-4fa6-ae75-883e7d607d1b	11f6092d-0996-4fa6-ae75-883e7d607d1b/nationwidechildrens.org_clinical.TCGA-4T-AA8H.xml	9f292b629e1e2de6097d419d9deda7c0	35849	validated
1218edda-47dc-4abc-bf07-26a313da6043	1218edda-47dc-4abc-bf07-26a313da6043/nationwidechildrens.org_clinical.TCGA-F4-6808.xml	a1cc1bc613207315714fc1f1a01da4cb	29504	validated
128f1ea5-a82c-4f7b-894e-c130ab372fdc	128f1ea5-a82c-4f7b-894e-c130ab372fdc/nationwidechildrens.org_clinical.TCGA-AY-A8YK.xml	e9d0ec09fc0675f2542dc2ed3184c099	48487	validated
131b7f04-a91d-43c6-b78b-c24907f66e0d	131b7f04-a91d-43c6-b78b-c24907f66e0d/nationwidechildrens.org_clinical.TCGA-A6-3808.xml	f3db85c08b1b1e24602ef56014f16792	33788	validated
131f312b-de0d-45a9-b7b7-b1cbec8790da	131f312b-de0d-45a9-b7b7-b1cbec8790da/nationwidechildrens.org_clinical.TCGA-A6-2671.xml	9f5116ed01145eb9e7a4faf354db1bc1	184770	validated
1349bb5d-2f1c-439b-ab81-4384adad2151	1349bb5d-2f1c-439b-ab81-4384adad2151/nationwidechildrens.org_clinical.TCGA-A6-6781.xml	0dcf2abd2822a23fb05cc150651b2223	59244	validated
16eb61a7-3be9-426e-8ed7-967cdf0d3550	16eb61a7-3be9-426e-8ed7-967cdf0d3550/nationwidechildrens.org_clinical.TCGA-AA-3867.xml	426a76b29878b022a098395a54a9e435	31459	validated
